	P2_A1	P2_A10	P2_A11	P2_A2	P2_A3	P2_A4	P2_A5	P2_A6	P2_A7	P2_A8	P2_A9	P2_B1	P2_B10	P2_B11	P2_B2	P2_B3	P2_B4	P2_B5	P2_B6	P2_B7	P2_B8	P2_B9	P2_C1	P2_C10	P2_C11	P2_C2	P2_C3	P2_C4	P2_C5	P2_C6	P2_C7	P2_C8	P2_C9	P2_D1	P2_D10	P2_D11	P2_D2	P2_D3	P2_D4	P2_D5	P2_D7	P2_D8	P2_D9	P3_A1	P3_A10	P3_A11	P3_A2	P3_A3	P3_A4	P3_A5	P3_A6	P3_A7	P3_A8	P3_A9	P3_B1	P3_B10	P3_B11	P3_B2	P3_B3	P3_B4	P3_B5	P3_B6	P3_B7	P3_B8	P3_B9	P3_C1	P3_C10	P3_C11	P3_C2	P3_C3	P3_C4	P3_C5	P3_C6	P3_C7	P3_C8	P3_C9	P3_D1	P3_D10	P3_D11	P3_D2	P3_D3	P3_D4	P3_D5	P3_D6	P3_D7	P3_D8	P3_D9	P4_A1	P4_A10	P4_A11	P4_A2	P4_A3	P4_A4	P4_A5	P4_A6	P4_A7	P4_A8	P4_A9	P4_B1	P4_B10	P4_B11	P4_B2	P4_B3	P4_B4	P4_B5	P4_B6	P4_B7	P4_B8	P4_B9	P4_C1	P4_C10	P4_C11	P4_C2	P4_C3	P4_C4	P4_C5	P4_C6	P4_C7	P4_C8	P4_C9	P4_D1	P4_D10	P4_D11	P4_D2	P4_D3	P4_D4	P4_D5	P4_D6	P4_D7	P4_D8	P4_D9	P5_A1	P5_A10	P5_A11	P5_A2	P5_A3	P5_A4	P5_A5	P5_A6	P5_A7	P5_A8	P5_A9	P5_B1	P5_B10	P5_B11	P5_B2	P5_B3	P5_B4	P5_B5	P5_B6	P5_B7	P5_B8	P5_B9	P5_C1	P5_C10	P5_C11	P5_C2	P5_C3	P5_C4	P5_C5	P5_C6	P5_C7	P5_C8	P5_C9	P5_D1	P5_D10	P5_D11	P5_D2	P5_D3	P5_D4	P5_D5	P5_D6	P5_D7	P5_D8	P5_D9
P4_B5	0.851320395751	0.911052920226	0.904829428133	0.836033885124	0.890552198492	0.896864489984	0.901475347601	0.877343656011	0.847996731947	0.874523049191	0.876000036873	0.865634063479	0.826602465947	0.801616613053	0.876197156032	0.842200818804	0.83191626878	0.811934860129	0.843257117543	0.832571791575	0.815838367869	0.81669810964	0.904469468827	0.894695112471	0.873758864873	0.901570902684	0.879350216609	0.917742781159	0.959051957992	0.896854734527	0.839272172428	0.846745376404	0.882839114127	0.950334325253	0.867517108699	0.9000361266	0.900369934271	0.923241564269	0.895556319483	0.881336289966	0.887351044898	0.898624049235	0.87657220882	0.884532928054	0.881817802958	0.881320231889	0.894792675159	0.894147663525	0.930258611802	0.925392530731	0.924818567365	0.836215168894	0.86738953677	0.882681663416	0.801432683419	0.872416460139	0.901905764741	0.850706773459	0.859893387963	0.876752537471	0.846696546756	0.85360768062	0.869214373807	0.856543106427	0.887624564213	0.912760207685	0.938383335351	0.877818769995	0.934498639367	0.925170409696	0.898432768943	0.879677003769	0.894072009971	0.898953182537	0.878536412232	0.920811253794	0.873619856967	0.910106179533	0.93955045857	0.913761048604	0.904581447024	0.902256710301	0.876928985373	0.915650073499	0.85107978629	0.871835026793	0.939574310988	0.938144539281	0.875061819787	0.872550156314	0.949048898404	0.955697986221	0.87329586924	0.88163215044	0.895704008215	0.747663276024	0.744871225763	0.896658697813	0.744892105606	0.786250943808	0.811285510605	0.785486682689	0.704125265364	0.61021953019	0.0	0.816206341159	0.804702727073	0.790338188595	0.781088990965	0.894309999618	0.853783869858	0.848948682274	0.898869841056	0.900801043974	0.964390708239	0.878632175041	0.852567945371	0.870966830075	0.858495083059	0.778262259904	0.861599836424	0.865566527128	0.897265235077	0.898553873802	0.832503579772	0.929025740192	0.869756853	0.841365014839	0.91941377036	0.895959883529	0.821932892299	0.90707114395	0.876502494846	0.931362307887	0.938311788409	0.924632406793	0.892847599505	0.890349394512	0.902374718056	0.940790673143	0.893022322452	0.866817420318	0.867348268768	0.810832380739	0.84894872308	0.837297726885	0.822736556674	0.826575469942	0.814964336961	0.841285735236	0.879086820425	0.847742301947	0.842012482761	0.964942987726	0.897868033441	0.867178615596	0.916721099638	0.940286738697	0.901764991034	0.91825096262	0.922225024017	0.830796040548	0.922792703466	0.892645079093	0.872580073648	0.874272998214	0.932025000399	0.889595877505	0.929259667522	0.944394899476	0.883323058488	0.875626612342	0.907384348003	0.915475203366	0.906900351311
P4_B6	0.866655866214	0.913848693415	0.871278701409	0.851892612756	0.891423450083	0.871562592788	0.880832452879	0.849190013791	0.816098680813	0.846362751252	0.871030405419	0.853005922726	0.853388923608	0.809813229249	0.853892075735	0.835059079968	0.824293974539	0.834055762991	0.857460238698	0.858230248454	0.820194269747	0.81593716703	0.890553636927	0.896143653214	0.840578962294	0.8996500481	0.863940935929	0.901090391562	0.951819180802	0.857662443191	0.819738992403	0.84154874783	0.865875791074	0.952459978397	0.859187857505	0.901090477487	0.892264384554	0.911948801909	0.8783883995	0.874696983067	0.865169193746	0.873085888293	0.827032520764	0.860760264621	0.881595909481	0.889274307187	0.874540145566	0.862239537325	0.898674130614	0.9316970634	0.912297090284	0.823105830439	0.858536584848	0.868750359933	0.844883125444	0.869840008732	0.899716684456	0.865962465822	0.855876658806	0.889688871317	0.88760367101	0.851449843976	0.878361522902	0.849155961336	0.869923042522	0.892628049865	0.943087698874	0.878519059521	0.927252476555	0.911583164059	0.86973982266	0.869535637927	0.909242103249	0.912501690648	0.863505183652	0.922591424273	0.848330861863	0.906444568853	0.930683863687	0.890576420431	0.897022218436	0.902847329591	0.902828117905	0.924768431324	0.827696083778	0.854393611935	0.941898790395	0.912180834788	0.85853080237	0.862789584642	0.929427984279	0.937802126945	0.855049076823	0.86701268553	0.878157193542	0.824102763576	0.789142717288	0.875334812774	0.810603055351	0.694956692564	0.82994495022	0.859522419062	0.81450978851	0.71950231757	0.816206341159	0.0	0.752766891692	0.682463448727	0.708884771116	0.858078277342	0.82904695871	0.857526590296	0.869781885634	0.873510965253	0.969777237054	0.89308662848	0.86848120912	0.818691917521	0.846337075776	0.825681484272	0.835679418492	0.767421536983	0.838066241796	0.88262968118	0.841922729421	0.948830856853	0.902582537742	0.843124808943	0.912727663791	0.871427834408	0.879870489621	0.896395965351	0.871077853129	0.935206156116	0.920056770222	0.901330111736	0.898547295921	0.879667041851	0.868205555771	0.932861451803	0.869316814936	0.874780722948	0.860491460108	0.84990222155	0.840803989094	0.878151942343	0.854559567081	0.876277623215	0.839815315009	0.854456220883	0.883356730537	0.866650092342	0.865481841202	0.94402639883	0.904381493916	0.873671576071	0.890242655314	0.924289420008	0.878253353747	0.910527586896	0.926700455895	0.856619043947	0.925651220947	0.892877775937	0.881778090004	0.879291332952	0.922594262662	0.89941893104	0.914824527267	0.941982895258	0.85713827211	0.859906318232	0.915135111911	0.898102518972	0.882423972305
P4_B7	0.881944026382	0.936414042428	0.877478956811	0.858269478681	0.920912417285	0.885390873518	0.896096386094	0.828990898602	0.811209126899	0.842166749614	0.902482388333	0.800976781201	0.792929701172	0.820506337072	0.825040594358	0.795568667818	0.822043238966	0.88002628152	0.845733145131	0.836896304112	0.828605543771	0.837674080287	0.906454162082	0.910299752711	0.859446644122	0.914716351356	0.882005781575	0.908995741342	0.954027543654	0.884603296429	0.816020937124	0.802488374194	0.816202490435	0.968309100666	0.865848854033	0.935105045982	0.924235057681	0.914647008669	0.908294282063	0.865791738307	0.831111815123	0.904230589633	0.827701622792	0.867351871206	0.898950134056	0.888852279417	0.866502074264	0.87416762218	0.926197697938	0.952101949236	0.92614813201	0.7817184465	0.868762029455	0.878597389864	0.822595094755	0.873220317921	0.922139437078	0.895524310787	0.896147207147	0.91803748084	0.880039880501	0.897481709262	0.902994711565	0.88002687008	0.86513106071	0.915153034737	0.959171692832	0.902770139532	0.940361962743	0.925712562838	0.883777075508	0.88971683507	0.930022923125	0.931247979561	0.902503745798	0.948589335827	0.873932286087	0.917704689173	0.943484081303	0.887414935053	0.912684986358	0.928441712429	0.888045331071	0.907142868025	0.826415188923	0.799658202341	0.963240072365	0.899078546148	0.891338177207	0.857299091582	0.917773600818	0.922422459711	0.863582250967	0.888920974629	0.890190301793	0.805650024066	0.723798648642	0.887057449207	0.776665876637	0.820865892937	0.847519673068	0.799198876261	0.728783250115	0.78197105261	0.804702727073	0.752766891692	0.0	0.853300050478	0.876389065613	0.851335286808	0.86134286921	0.827769558422	0.904809793851	0.8592013096	0.977791604258	0.851149339543	0.831270886321	0.844323530099	0.883341721391	0.718043402528	0.854964589416	0.79588130648	0.836172158563	0.886045033671	0.834622015571	0.897403188378	0.826999698305	0.763496033425	0.855147342222	0.869600631687	0.802072690277	0.889014397617	0.903319196762	0.95687469528	0.926003559591	0.902441977578	0.910847023101	0.891744818471	0.875259061821	0.885168552332	0.824599591106	0.861217329089	0.826888083092	0.822680747236	0.823465371981	0.858928285159	0.848546858135	0.8403140493	0.820450000773	0.815969502427	0.817156178418	0.829063714967	0.831593334495	0.935288206254	0.918532599702	0.873977399985	0.885611331892	0.932159342566	0.891429107013	0.927338413185	0.946994815842	0.794024195527	0.872405710802	0.836597570638	0.896894960763	0.856284218613	0.942938921451	0.910326170097	0.927024004152	0.963871546274	0.849553146506	0.85998744513	0.935214310366	0.915036442013	0.871998931242
P4_B8	0.853216554141	0.904628669881	0.869687487135	0.843169843503	0.875554908043	0.871692873231	0.878562536653	0.850633117008	0.808807572198	0.844671011625	0.866515302033	0.841235526275	0.816877059413	0.769310840223	0.832983423648	0.808007002917	0.799075770314	0.799204380605	0.833928253313	0.826019706047	0.791623396989	0.774516068961	0.884547661937	0.894703128449	0.857947340722	0.889583934755	0.866777245209	0.899442330972	0.946295763157	0.85994438974	0.796864105296	0.817205766489	0.872549581462	0.94859794613	0.846928287176	0.891484880282	0.888621836745	0.90301283517	0.864439957886	0.846169671528	0.856351382333	0.866191080769	0.831710407119	0.857569520412	0.865914562274	0.882692881485	0.869179013234	0.866202711377	0.905725610264	0.928911148618	0.90961950809	0.862847904651	0.870388705392	0.868366045921	0.84786450724	0.857471044153	0.902499078994	0.853364495545	0.836881039122	0.877072765232	0.885472151765	0.841342755895	0.870233339539	0.841729404839	0.865297619772	0.897778960804	0.95020591981	0.857413642588	0.924982327238	0.916816339492	0.874604654172	0.866670362956	0.902633180258	0.894862673404	0.855914885122	0.911096023679	0.835827801508	0.908193282745	0.942338353649	0.887428524342	0.8986366353	0.890151300139	0.876020429423	0.902070386028	0.814963223453	0.837820102279	0.945511090185	0.915037351925	0.858038070906	0.851673437366	0.92867220126	0.935849578728	0.846523840836	0.86965623788	0.876281346596	0.831885574922	0.80288332891	0.865857402909	0.821537331832	0.670797098111	0.822483119867	0.853956135932	0.808420620386	0.719861747323	0.790338188595	0.682463448727	0.853300050478	0.0	0.641612461465	0.844281036854	0.83954595689	0.866112295341	0.872483198788	0.871173265062	0.962177473553	0.900100950937	0.880559143574	0.809934034004	0.823247966151	0.852514650065	0.82891971861	0.832296088392	0.874853317688	0.87048675252	0.825311489276	0.953398112128	0.910652577361	0.878707409568	0.926034439093	0.881782577098	0.886955531288	0.891162102747	0.8743322648	0.935080844532	0.922135022303	0.906194585274	0.882755612648	0.879790054837	0.877375825757	0.936024735014	0.875394424241	0.864195920576	0.836686067972	0.814422280436	0.834149613782	0.850223476175	0.819322752932	0.864038989322	0.826864622126	0.853402754692	0.888453999744	0.85001225866	0.850417324578	0.946950100959	0.899299581898	0.868749240656	0.890133247921	0.916455917341	0.881496702118	0.903368268507	0.919345232445	0.858595977342	0.922927652133	0.891922538161	0.864059734139	0.884105085867	0.924251787775	0.880291793555	0.920542709613	0.941721622589	0.855161412691	0.84515979593	0.917031767738	0.901914012955	0.877453529478
P4_B9	0.844058807325	0.917093268548	0.875784980598	0.845830117897	0.884634888243	0.868160618918	0.887592476476	0.884146713538	0.845874996741	0.856557177451	0.856369563898	0.871571095641	0.868826171546	0.788138278256	0.871711789609	0.84164696155	0.835296392579	0.783726034005	0.875493445073	0.857225070905	0.831588671028	0.791957070295	0.883389567916	0.86906592481	0.828613631998	0.886622674819	0.856128710899	0.885825499791	0.958351228694	0.847742296896	0.812833043048	0.841484716271	0.899506629419	0.958223317339	0.844013054398	0.877934671668	0.878746482556	0.917199983707	0.855349818884	0.8783899801	0.885349017663	0.857488062009	0.835141855696	0.841325068919	0.877668187072	0.866369976273	0.869095055164	0.835166088057	0.902602531242	0.908777290651	0.884169704877	0.852287907789	0.83970317817	0.873644155433	0.814690919733	0.878083457009	0.861456185823	0.826024317094	0.795822904707	0.850636870835	0.852408313043	0.824341960501	0.859504660768	0.813281155235	0.894900593979	0.859078432066	0.924660954839	0.865563659873	0.882486031796	0.879679872181	0.881964546826	0.829581150132	0.881180160197	0.848273340865	0.795869412565	0.871460554978	0.837232728678	0.865245113438	0.921607177804	0.875171125175	0.860153029669	0.847058169888	0.888481946515	0.913124689842	0.814132170149	0.863340411044	0.916976437732	0.929529773267	0.871604274048	0.86719165391	0.942412300237	0.948372533296	0.82823719718	0.834027053318	0.834689028887	0.832791530434	0.816583663965	0.884447032213	0.831380211445	0.656951517688	0.795573522143	0.875244955503	0.809911576735	0.710665025561	0.781088990965	0.708884771116	0.876389065613	0.641612461465	0.0	0.834118129988	0.79921602466	0.855084355373	0.856829461445	0.878690420593	0.93443333813	0.915011836259	0.892239787341	0.781132373366	0.760593490738	0.835580022174	0.805535668728	0.84520060004	0.875638348396	0.837420188408	0.83725811438	0.962435500397	0.924255944259	0.882330329839	0.940317692861	0.875505139276	0.90309944587	0.908117881622	0.856186794046	0.914060710969	0.937753672176	0.920222997398	0.877465694272	0.878829645293	0.877542424748	0.95562817099	0.904169093677	0.850079793268	0.867621778764	0.827961706492	0.858017809701	0.852643859264	0.836391851041	0.870644104472	0.843049406879	0.878843420655	0.913605545797	0.871249161683	0.865287495985	0.961839873564	0.862903373637	0.867549133572	0.907347621261	0.932340012646	0.858711641028	0.854188824999	0.882643863993	0.883473067086	0.943538795621	0.916348348147	0.85090117853	0.872116306098	0.92356371483	0.841909285842	0.88433297894	0.911406660605	0.872522219144	0.862811671786	0.880659976394	0.863526916631	0.872947566182
P4_C1	0.833316508773	0.937248011173	0.809944221286	0.807153202501	0.881129837025	0.835687956071	0.816647234944	0.880374102669	0.855378705948	0.774227146943	0.83847807402	0.822961202305	0.86259286774	0.82904487379	0.800079348768	0.79125973447	0.845041713359	0.853872771194	0.89530885204	0.902468336494	0.841679267567	0.832613123695	0.786600728821	0.837411363935	0.778671871764	0.872377132222	0.782191288207	0.795841824397	0.955668251829	0.744859100396	0.822119519117	0.836386714247	0.872449736432	0.970609942561	0.795694263174	0.856007963536	0.880039704296	0.906125067163	0.859738401639	0.855834040148	0.86694021633	0.790252061024	0.710378185056	0.659191646991	0.848337067842	0.797091661445	0.633581212101	0.664092461714	0.785480811249	0.908210783982	0.817122353331	0.810857985659	0.802054036463	0.845596325247	0.766373645663	0.850097920775	0.869473350704	0.802376369729	0.807668057588	0.836417717323	0.849099357599	0.841145426661	0.841245539472	0.808105836695	0.859085708858	0.764988970209	0.910776047455	0.871894230642	0.862746998886	0.795259466091	0.748978084442	0.752453673633	0.869889484515	0.875898284414	0.824022397091	0.896403452692	0.778996817483	0.824020080864	0.885935892786	0.730342921458	0.786345351093	0.798891116769	0.878091690608	0.881668179973	0.756681855444	0.784262167808	0.932710317349	0.881122070974	0.812578831593	0.767339125437	0.871245456748	0.880222781065	0.73837632837	0.7745957729	0.720257064531	0.860128154979	0.849202042644	0.815338503427	0.895456937901	0.802015882973	0.843427464912	0.898562857096	0.82768028315	0.865716098548	0.894309999618	0.858078277342	0.851335286808	0.844281036854	0.834118129988	0.0	0.830661914624	0.815397732858	0.809631420314	0.678948617721	0.936365293501	0.904364044977	0.881295071326	0.785922258432	0.821696371701	0.822910330277	0.679840439162	0.812817100769	0.763077186946	0.783732030211	0.845125621744	0.956750386476	0.923953986815	0.794557689131	0.898312106872	0.694404976254	0.890349400452	0.872265680077	0.866074795512	0.929770992132	0.925018393301	0.882555401105	0.809900578002	0.79782963683	0.782304933005	0.925026505739	0.889884693561	0.791219326642	0.847454221348	0.848273696759	0.851039599387	0.902492383581	0.876081090455	0.897664334952	0.849426388333	0.874672326956	0.907018272935	0.888202161437	0.887281132643	0.929556795517	0.861057044215	0.861475756969	0.855514294763	0.898175690366	0.719266153154	0.828703142452	0.849630877033	0.87894503381	0.922971891442	0.895901107192	0.832568292118	0.803711955662	0.922414214124	0.828133087162	0.829429353132	0.921879947519	0.840420024292	0.823464551426	0.886775387815	0.780971048456	0.775447227575
P4_C10	0.800763994163	0.921024110272	0.852333967147	0.792579076314	0.879908535079	0.831100825138	0.877550328921	0.8754198576	0.833401083002	0.815413233977	0.860207760333	0.838368134806	0.838945623317	0.799551000645	0.816607863257	0.804864035623	0.790015802234	0.808924004511	0.854796140602	0.854650080109	0.805803699798	0.811433277072	0.845904020655	0.778902037066	0.763955658494	0.866350591469	0.813833418749	0.852447074548	0.960328381799	0.840689064975	0.801994205315	0.808589954138	0.864873090796	0.963462811828	0.793370832056	0.876042518269	0.887950061154	0.905274459498	0.849514340567	0.851140302899	0.849867935602	0.845994783793	0.77844142565	0.808871651935	0.872070463376	0.840631259885	0.837140860534	0.803192326221	0.891619762881	0.886453569275	0.86943600267	0.809161174512	0.834599025485	0.862604166053	0.786261336288	0.856682417674	0.868806955997	0.83138906084	0.804815148524	0.857162464572	0.853973476356	0.844141395079	0.869869395609	0.824499929692	0.867008673073	0.814379888535	0.913328883258	0.85009930253	0.868963185796	0.846116904624	0.858289668523	0.807445028835	0.854996263468	0.861623842515	0.805203569199	0.879160577583	0.81563626268	0.835153389756	0.901269995736	0.826295458417	0.843756039746	0.843648147396	0.869354663965	0.903735842445	0.780659168338	0.843085021565	0.913889993974	0.908537990458	0.845951064093	0.831466385168	0.924095895891	0.931094548321	0.76016461969	0.800634564752	0.780537717069	0.832955244202	0.822213662475	0.868866847961	0.875780007614	0.79925175888	0.784897056822	0.88991287385	0.82804530198	0.809713640893	0.853783869858	0.82904695871	0.86134286921	0.83954595689	0.79921602466	0.830661914624	0.0	0.812298958554	0.837533900989	0.846772069281	0.934646155459	0.879839242217	0.838761828184	0.77196501486	0.796721980974	0.796054894978	0.800716729704	0.836586158363	0.855218439716	0.779612521136	0.820883183761	0.947820960415	0.916572216683	0.826277193109	0.92280313944	0.822953059025	0.868307368133	0.870688258416	0.796787867597	0.908072198148	0.916991526535	0.884657873942	0.840514099339	0.841729757216	0.841761224502	0.936390609973	0.869357018531	0.810391887747	0.84135152946	0.781217643366	0.817147546975	0.853061482445	0.811477095161	0.865600713136	0.804144385086	0.85922855126	0.891799950222	0.850659828367	0.846405812679	0.953661797931	0.797288406768	0.796721854405	0.878031140945	0.919542893691	0.773220091366	0.810245527983	0.865475805893	0.848520142036	0.925850900822	0.890203844427	0.809467473654	0.78503594734	0.910797891564	0.797408699476	0.840331117773	0.899813917041	0.817210064968	0.783448526886	0.813368677886	0.81561567236	0.83029850088
P4_C11	0.854317612693	0.93280364218	0.879452089137	0.817170838422	0.912463607063	0.873529347668	0.900838281593	0.875040688824	0.85609620236	0.855895656619	0.888043712838	0.843420119791	0.834694878353	0.795846423675	0.825753103865	0.786986460886	0.841513460147	0.861182941322	0.868413479581	0.883132028493	0.825995417733	0.841574721661	0.885459782003	0.831333356808	0.820417606914	0.904838777702	0.866884520639	0.895265454504	0.962256379037	0.880152714076	0.831243599301	0.821672101031	0.869085117439	0.972351585878	0.777251982838	0.910275057902	0.89400412422	0.923324896374	0.867183946768	0.844152925465	0.864008141995	0.877303340585	0.789616978544	0.850329567835	0.91019241241	0.83477133782	0.853712150857	0.857101328957	0.900297869174	0.922600440495	0.892581556984	0.805036554984	0.825770091027	0.893365498123	0.796107319325	0.874829514247	0.900853503807	0.869491484757	0.870624140448	0.898020993045	0.831089539306	0.893207023218	0.888413569764	0.873730048983	0.887004633365	0.864506897936	0.928062164515	0.902198510148	0.889483932913	0.888789465088	0.88471150849	0.850419070381	0.875687550779	0.905474651478	0.852464575586	0.902583235676	0.85867944097	0.884082890764	0.920558631358	0.845758653892	0.843093049967	0.877527492247	0.858742768195	0.881588182051	0.794561774128	0.827921402898	0.932705826523	0.918266588033	0.880902438707	0.863801964198	0.929635165577	0.936844872918	0.818263827721	0.857471596369	0.824360793028	0.841313295232	0.810106650293	0.897623689618	0.873734800176	0.808600587392	0.806433573357	0.882993698095	0.834740741503	0.820251820296	0.848948682274	0.857526590296	0.827769558422	0.866112295341	0.855084355373	0.815397732858	0.812298958554	0.0	0.888418496709	0.855624019279	0.944204418889	0.850171301492	0.797938821462	0.818493162075	0.831592720992	0.774269232082	0.813895632924	0.857946012005	0.82351657661	0.783200564716	0.772836352023	0.926450592511	0.850934576805	0.741313705201	0.902957017434	0.84639772634	0.853833378756	0.886898715604	0.872532468112	0.929247272723	0.932317673758	0.908477295906	0.880953391886	0.867884132892	0.875172328311	0.935020237452	0.878578275091	0.801860099922	0.861609009831	0.812416152844	0.851003552258	0.865015672994	0.85161066856	0.856896882836	0.806810850484	0.849847249687	0.885677406969	0.872088267461	0.876674689574	0.958064115393	0.870569846938	0.781390153934	0.902479605754	0.938587303902	0.840021433151	0.875869008699	0.906251085142	0.844187044133	0.925130995001	0.898246230897	0.871525696847	0.837035959903	0.932873476168	0.851904165211	0.888045803264	0.931072508104	0.840055890543	0.818846648527	0.898677248054	0.866256667876	0.869813286067
P4_C2	0.853789769282	0.93249599632	0.850887971933	0.875270544422	0.891813796392	0.871810507907	0.860095693402	0.895767320208	0.867354077125	0.852628229836	0.869926522337	0.864713826905	0.905933070888	0.884704875776	0.89220944671	0.889745886564	0.862886457481	0.872799684921	0.907843760394	0.917819165319	0.886352592636	0.898697905908	0.874211421088	0.886587818382	0.830284315804	0.874308362007	0.830273004488	0.83735752325	0.964827392671	0.816807805301	0.889134257461	0.873962843976	0.903095883928	0.961706605473	0.847269270653	0.895133827601	0.897285199255	0.918018600704	0.882072490922	0.90387980688	0.886668310905	0.827899752729	0.804883405034	0.816536113459	0.89449386301	0.883252572574	0.843341626506	0.798802908081	0.828348344917	0.942725072818	0.824726584034	0.857166710123	0.882587349834	0.869735956176	0.828658736368	0.882723224252	0.911580493509	0.897959448701	0.880612458972	0.894678255384	0.898810845952	0.904150631139	0.9143094872	0.862793568386	0.890971203516	0.81947920472	0.936630942729	0.906016872765	0.884263070518	0.822521243292	0.86370567157	0.821524089546	0.905905492301	0.920098993621	0.880153972685	0.928345346249	0.862468238491	0.879822639876	0.92425830808	0.839089560298	0.855977030959	0.858684885571	0.900938354442	0.906095741798	0.825916681844	0.865445927751	0.944559629223	0.917182026979	0.836656875955	0.855856677316	0.921990649922	0.92844253602	0.803478026011	0.820160038241	0.797278118709	0.869142551593	0.883758259738	0.86676402935	0.896443831472	0.844397168937	0.854996999264	0.926635584547	0.881233644296	0.884953240898	0.898869841056	0.869781885634	0.904809793851	0.872483198788	0.856829461445	0.809631420314	0.837533900989	0.888418496709	0.0	0.820501812309	0.958157931141	0.926491498327	0.905739657413	0.863522810344	0.881419714302	0.88297749252	0.792775880971	0.839895443556	0.858482454254	0.784091879604	0.901614263274	0.969902250777	0.939701721011	0.853977006443	0.928063206241	0.788398013385	0.900393001823	0.890923136553	0.864708746585	0.946564657485	0.93815021109	0.906842754628	0.86163676182	0.856556375734	0.855130909365	0.950056047716	0.923182311701	0.88818850309	0.898659600864	0.886149132182	0.859536733795	0.91735684739	0.904644485649	0.915557045015	0.876729134803	0.888926953617	0.920144091501	0.906133908913	0.89359472491	0.950328319448	0.90507253432	0.910743379465	0.883645817402	0.904054178987	0.808067868209	0.850650806291	0.864207309282	0.910308529332	0.940128523096	0.915091706542	0.844168286829	0.856269133945	0.925369783941	0.863432106097	0.864676867531	0.93235086456	0.868863954762	0.870599559363	0.922262293204	0.818822561578	0.856274932405
P4_C3	0.825099943821	0.903983067329	0.819005102301	0.805262101343	0.878411246356	0.853976676856	0.817147796555	0.865227444768	0.840115708236	0.780985821745	0.869502497043	0.783906077934	0.856513814961	0.83886718462	0.793431480072	0.806435077016	0.849338103109	0.875787013926	0.895205504332	0.903526999289	0.849079315751	0.840326363619	0.825556686098	0.880943410548	0.822934234848	0.864285099835	0.79385547404	0.810762335096	0.950151774862	0.771729860348	0.835414370608	0.820076550125	0.84446806083	0.964164094422	0.819446680507	0.891152820328	0.893644427711	0.881764124185	0.867715044541	0.846724550909	0.827405639541	0.807824512094	0.777026243213	0.703612070409	0.888531618182	0.833750196978	0.707328817663	0.767111395615	0.870341089269	0.946227160405	0.877909638987	0.810995255922	0.860433137808	0.880272005364	0.820035548714	0.842727181462	0.911478793637	0.875037672702	0.871657691304	0.899461778254	0.894886306044	0.882983833478	0.89466957144	0.860889839868	0.852319511679	0.8532000951	0.954097526768	0.890254842979	0.913934484114	0.8829230247	0.782973590786	0.815780872209	0.912087888359	0.919383289168	0.877127950201	0.935721366105	0.821362965221	0.881992766616	0.931217278963	0.780018850182	0.862536326869	0.879493227233	0.869664117752	0.875459341776	0.755084602511	0.784312107995	0.960798263182	0.835720261452	0.749765232381	0.698254532554	0.815169704706	0.843811801847	0.749264260704	0.785656734586	0.80095604843	0.849785903949	0.868449766356	0.791226053145	0.898086512965	0.840869318485	0.838798391828	0.903263406974	0.846071605276	0.875375601363	0.900801043974	0.873510965253	0.8592013096	0.871173265062	0.878690420593	0.678948617721	0.846772069281	0.855624019279	0.820501812309	0.0	0.971975304685	0.887200773845	0.860044391621	0.842739616181	0.885648751548	0.862961934307	0.760998859058	0.829868069022	0.788787166915	0.830240820133	0.838801350746	0.94501502878	0.912670249143	0.794068684211	0.865223480611	0.736724020932	0.85552744528	0.839543608492	0.882461134187	0.953770678268	0.907204235288	0.853677299662	0.811450955135	0.836484822638	0.821007957051	0.899807479	0.882151197565	0.815245507617	0.848497465854	0.85187348793	0.845089559142	0.902863658801	0.885882920037	0.895237587913	0.8443424519	0.862783602965	0.891270878873	0.880739404425	0.885071152381	0.902078448002	0.900461074487	0.866935618313	0.786514125833	0.878816833254	0.767592062983	0.881357285278	0.918787708403	0.877621240616	0.900247902471	0.865333477364	0.776670252033	0.806938331856	0.927441133151	0.843150692075	0.876627403043	0.956262181516	0.81761488369	0.802004563281	0.915148447566	0.835806884265	0.752371033378
